car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota X-Corolla 2004,Toyota,Other Model,2004,Automatic,Saloon,"CNG, Octane",1500,99000,990000
Toyota Premio F G Package 2004,Toyota,Premio,2004,Automatic,Saloon,"CNG, Octane",1500,69000,1240000
Toyota Premio F 2004,Toyota,Premio,2004,Automatic,Saloon,"CNG, Octane",1500,65700,1255000
"Toyota Premio ""F"" 2004",Toyota,Premio,2004,Automatic,Saloon,"CNG, Octane",1500,82303,1295000
Toyota Probox GL ALL AUTO 2004,Toyota,Probox,2004,Automatic,Saloon,"CNG, Octane",1331,98500,645000
Toyota Probox full fresh 2004,Toyota,Probox,2004,Automatic,Saloon,"CNG, Octane",1500,80000,655000
Toyota Probox সাদা 2004,Toyota,Probox,2004,Automatic,Saloon,"CNG, Octane",1500,68000,625000
Toyota Raum X 2004,Toyota,Raum,2004,Automatic,Saloon,"CNG, Octane",1500,68700,810000
Nissan Sunny G 2004,Nissan,Sunny,2004,Automatic,Saloon,"CNG, Octane",1500,74698,740000
Maruti Suzuki WagonR VXI 2004,Maruti Suzuki,WagonR,2004,Manual,Saloon,"CNG, Octane",1061,73000,215000
Toyota Allion G 2005,Toyota,Allion,2005,Automatic,Saloon,"CNG, Octane",1500,90000,1149999
Toyota Allion G Limited 2005,Toyota,Allion,2005,Automatic,Saloon,"CNG, Octane",1500,59000,1200000
Toyota Allion A 15 2005,Toyota,Allion,2005,Automatic,Saloon,"CNG, Octane",1500,75000,1175000
Toyota Allion A 15 2005,Toyota,Allion,2005,Automatic,Saloon,"CNG, Octane",1500,72700,1165000
Toyota Allion A 15 2005,Toyota,Allion,2005,Automatic,Saloon,"CNG, Octane",1500,75000,1160000
Toyota Corolla x 2005,Toyota,Corolla,2005,Automatic,Saloon,"CNG, Octane",1500,84000,1075000
Toyota Corolla X Super Fresh 2005,Toyota,Corolla,2005,Automatic,Saloon,"CNG, Octane",1500,130000,1000000
Toyota Corolla G 2005,Toyota,Corolla,2005,Automatic,Saloon,"CNG, Octane",1500,69000,975000
Toyota Corolla X New Shape 2005,Toyota,Corolla,2005,Automatic,Saloon,"CNG, Octane",1500,82753,1025000
Toyota Corolla New Shape 2005,Toyota,Corolla,2005,Automatic,Saloon,"CNG, Octane",1500,79231,1085000
Mitsubishi Galant 2005,Mitsubishi,Other Model,2005,Automatic,Saloon,"CNG, Octane",2500,99000,550000
Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,"CNG, Octane",1500,95000,1200000
Toyota Premio F G Edition 2005,Toyota,Premio,2005,Automatic,Saloon,"CNG, Octane",1500,62365,1445000
Toyota Premio option auto 2005,Toyota,Premio,2005,Automatic,Saloon,"CNG, Octane",1500,95000,1110000
Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,"CNG, Octane",1500,70000,1450000
Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,"CNG, Octane",1500,78000,1235000
Toyota Allion silver 2006,Toyota,Allion,2006,Automatic,Saloon,"CNG, Octane",1500,71000,1250000
Toyota Allion A 15 G Grade 2006,Toyota,Allion,2006,Automatic,Saloon,"CNG, Octane",1500,69000,1195000
Toyota Allion A 15 PKG. 2006,Toyota,Allion,2006,Automatic,Saloon,"CNG, Octane",1500,90000,1265000
Toyota Allion A15 2006,Toyota,Allion,2006,Automatic,Saloon,"CNG, Octane",1500,71038,1365000
Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,"CNG, Octane",1500,76000,1090000
Toyota Corolla saloon 2006,Toyota,Corolla,2006,Automatic,Saloon,"CNG, Octane",1500,45000,1110000
Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,"CNG, Octane",1500,70000,1225000
Toyota Corolla X 2006,Toyota,Corolla,2006,Automatic,Saloon,"CNG, Octane",1500,70305,1095000
Toyota ALLION 2006,Toyota,Other Model,2006,Automatic,Saloon,"CNG, Octane",1500,68000,1420000
Toyota Premio G Package 2006,Toyota,Premio,2006,Automatic,Saloon,"CNG, Octane",1500,68000,1280000
Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,"CNG, Octane",1500,68573,1350000
Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,"CNG, Octane",1500,96000,1350000
Toyota Premio F_ PRIME SELECTION 2006,Toyota,Premio,2006,Automatic,Saloon,"CNG, Octane",1500,82417,1395000
Toyota Allion G Push Start 2007,Toyota,Allion,2007,Automatic,Saloon,"CNG, Octane",1500,74000,1390000
Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,"CNG, Octane",1500,65000,1370000
Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,"CNG, Octane",1500,76585,1355000
Toyota Allion A15 Standard package 2007,Toyota,Allion,2007,Automatic,Saloon,"CNG, Octane",1500,79832,1490000
Toyota Allion A15 White 2007,Toyota,Allion,2007,Automatic,Saloon,"CNG, Octane",1500,77000,1375000
Toyota Axio -X-ASH 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,66000,1065000
Toyota Axio -X 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1065000
Toyota Axio model 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,77275,1030000
Toyota Axio G (Push Start) 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,85000,1090000
Toyota Axio X 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1090000
Toyota Axio 2007,Toyota,Axio,2007,Automatic,Saloon,"CNG, Octane",1500,76000,955000
Toyota Corolla 2002,Toyota,Corolla,2007,Automatic,Saloon,"CNG, Octane",1500,90000,860000
Toyota Axio 2007,Toyota,Other Model,2007,Automatic,Saloon,"CNG, Octane",1500,99000,1150000
Toyota Allion A15 - Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,"CNG, Octane",1500,65825,1540000
Toyota Allion G PKG Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1550000
Toyota Allion 2006,Toyota,Allion,2008,Automatic,Saloon,"CNG, Octane",1500,78631,1210000
Toyota Axio Fresh Condition 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1500,70000,1120000
Toyota Axio G super fresh push 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1500,54000,1095000
Toyota Axio G Limited Edition 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1140000
Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1500,68352,1130000
Toyota Axio Push start 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1500,69536,1175000
Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,"CNG, Octane",1496,85000,1340000
Toyota Corolla 2003,Toyota,Corolla,2008,Automatic,Saloon,"CNG, Octane",1500,49560,880000
Toyota Corolla 2005,Toyota,Corolla,2008,Automatic,Saloon,"CNG, Octane",1500,150000,900000
Mitsubishi Lancer glx 2008,Mitsubishi,Lancer,2008,Automatic,Saloon,"CNG, Octane",1300,100000,650000
Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,"CNG, Octane",1500,79000,1620000
Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,"CNG, Octane",1500,72000,1585000
Toyota Premio 2003,Toyota,Premio,2008,Automatic,Saloon,"CNG, Octane",1500,86000,1035000
Toyota Premio 2005,Toyota,Premio,2008,Automatic,Saloon,"CNG, Octane",1500,110000,1195000
Toyota Allion G PUSH HID 2009,Toyota,Allion,2009,Automatic,Saloon,"CNG, Octane",1500,89600,1585000
Toyota Allion g edition 2009,Toyota,Allion,2009,Automatic,Saloon,"CNG, Octane",1500,84000,1565000
Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,"CNG, Octane",1500,54326,1656000
Toyota Allion A15 G Grad Push 2009,Toyota,Allion,2009,Automatic,Saloon,"CNG, Octane",1500,62000,1585000
Toyota Allion G-Edition 2009,Toyota,Allion,2009,Automatic,Saloon,"CNG, Octane",1500,59280,1625000
Toyota Axio G Limited 2009,Toyota,Axio,2009,Automatic,Saloon,"CNG, Octane",1500,58000,1210000
Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,"CNG, Octane",1500,100000,1090000
Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,"CNG, Octane",1500,78000,1199000
Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,"CNG, Octane",1500,70000,1150000
Toyota Fielder 2004,Toyota,Fielder,2009,Automatic,Saloon,"CNG, Octane",1500,69000,915000
Toyota Hiace 2005,Toyota,Hiace,2009,Automatic,Saloon,"CNG, Octane",2000,81000,1225000
Toyota Premio F- 2009,Toyota,Premio,2009,Automatic,Saloon,"CNG, Octane",1500,65000,1695000
Toyota Premio g superior 2009,Toyota,Premio,2009,Automatic,Saloon,"CNG, Octane",1500,52342,1745000
Toyota Premio F Push 2009,Toyota,Premio,2009,Automatic,Saloon,"CNG, Octane",1500,57849,1755000
Toyota Allion A-15 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,82000,1620000
Toyota Allion puhs start 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,86000,1730000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,62700,1720000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,62300,1710000
Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,62300,1715000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,55100,1750000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,55056,1745000
Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,55060,1745000
Toyota Allion 2004,Toyota,Allion,2010,Automatic,Saloon,"CNG, Octane",1500,82100,1120000
Toyota Axio X Limited 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,75000,1180000
Toyota Axio -X 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,75000,1125000
Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,88000,1200000
Toyota Axio G Ltd 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1320000
Toyota Axio X 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,68945,1295000
Toyota Axio G Push Start 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,87428,1220000
Toyota Axio GOOD CAR G 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1290000
Toyota Axio খুবই ভালো কন্ডিশন 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1295000
Toyota Axio ফেমেলি ব্যবহারিত 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1295000
Toyota Axio সাদা পাল 2010,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1295000
Toyota Axio 2008,Toyota,Axio,2010,Automatic,Saloon,"CNG, Octane",1500,89652,935000
Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,"CNG, Octane",1500,53000,1870000
Toyota Axio HID LTD 2011,Toyota,Axio,2011,Automatic,Saloon,"CNG, Octane",1500,75200,1215000
Toyota Axio -X-SILVER 2011,Toyota,Axio,2011,Automatic,Saloon,"CNG, Octane",1500,65000,1265000
Toyota Axio x 2011,Toyota,Axio,2011,Automatic,Saloon,"CNG, Octane",1500,113014,1255000
Toyota Corolla 2005,Toyota,Corolla,2011,Automatic,Saloon,"CNG, Octane",1500,86000,1025000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,47800,1885000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,47900,1890000
Toyota Premio fl push 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,75000,1920000
Toyota Premio G Suprior 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,46230,1875000
Toyota Premio CNG&Octane 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,62000,1920000
Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,55000,1785000
Toyota Premio package G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,"CNG, Octane",1500,62000,1950000
Toyota Probox 2004,Toyota,Probox,2011,Automatic,Saloon,"CNG, Octane",1500,100000,590000
Toyota Allion A15 G- Push Start 2012,Toyota,Allion,2012,Automatic,Saloon,"CNG, Octane",1500,62343,1750000
Toyota Allion A.15 2012,Toyota,Allion,2012,Automatic,Saloon,"CNG, Octane",1500,59000,1780000
Toyota Axio G 2012,Toyota,Axio,2012,Automatic,Saloon,"CNG, Octane",1500,98000,1330000
Toyota Premio F EX. package 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,45360,2130000
Toyota Premio latest 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,62000,2085000
Toyota Premio G - Superior 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,57300,2050000
Toyota Premio G-Package 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,77865,2020000
Toyota Premio FL-HID LIMITED. 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,90440,2025000
Toyota Premio FL-HID Ltd. Pearl 2012,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,72421,2050000
Toyota Premio 2005,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,75000,1240000
Toyota Premio 2008,Toyota,Premio,2012,Automatic,Saloon,"CNG, Octane",1500,78952,1780000
Toyota Allion 2007,Toyota,Allion,2013,Automatic,Saloon,"CNG, Octane",1500,96000,1315000
Toyota Allion 2009,Toyota,Allion,2013,Automatic,Saloon,"CNG, Octane",1800,78542,1590000
Toyota Axio G NEW SHAPE KOK 2013,Toyota,Axio,2013,Automatic,Saloon,"CNG, Octane",1500,45300,1445000
Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,"CNG, Octane",1500,62554,1565000
Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,"CNG, Octane",1500,65308,1455000
Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,73000,1940000
Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,43200,2150000
Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,43500,2145000
Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,43500,2155000
Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,43080,2145000
Toyota Premio 2008,Toyota,Premio,2013,Automatic,Saloon,"CNG, Octane",1500,63000,1640000
Toyota Allion Allion-G- Push start 2014,Toyota,Allion,2014,Automatic,Saloon,"CNG, Octane",1500,62000,2140000
Toyota Allion G push loan 2014,Toyota,Allion,2014,Automatic,Saloon,"CNG, Octane",1500,61500,1290000
Toyota Allion 2009,Toyota,Allion,2014,Automatic,Saloon,"CNG, Octane",1500,78000,1550000
Toyota Axio X 2014,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,37800,1580000
Toyota Axio x silver loan 2014,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,42000,920000
Toyota Axio x white loan 2014,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,42000,920000
Toyota Axio 2010,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,79852,1130000
Toyota Axio 2009,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,160000,1109985
Toyota Axio 2010,Toyota,Axio,2014,Automatic,Saloon,"CNG, Octane",1500,58000,1190000
Toyota Premio FL package 2014,Toyota,Premio,2014,Automatic,Saloon,"CNG, Octane",1500,57842,2030000
Toyota Rush 2007,Toyota,Rush,2015,Automatic,Saloon,"CNG, Octane",1500,67000,1145000
Toyota Fielder 2011,Toyota,Fielder,2016,Automatic,Saloon,"CNG, Octane",1500,56000,1295000
Toyota Premio NEW SHAPE 2016,Toyota,Premio,2016,Automatic,Saloon,"CNG, Octane",1500,36980,2600000
Toyota Premio 2011,Toyota,Premio,2016,Automatic,Saloon,"CNG, Octane",1500,78542,1895000
Toyota Fielder 2012,Toyota,Fielder,2017,Automatic,Saloon,"CNG, Octane",1500,65000,1315000
Nissan Pathfinder New Shape 1992,Nissan,Pathfinder,1992,Automatic,SUV / 4x4,"CNG, Octane",2400,234000,260000
Suzuki Black 1993,Suzuki,Other Model,1993,Automatic,SUV / 4x4,"CNG, Octane",1600,72000,460000
Toyota Prado TX 1996,Toyota,Prado,1996,Automatic,SUV / 4x4,"CNG, Octane",3300,85000,1350000
Honda CR-V 1997,Honda,CR-V,1997,Automatic,SUV / 4x4,"CNG, Octane",2000,75000,750000
Mitsubishi V6 Sunroof 1997,Mitsubishi,V6,1997,Automatic,SUV / 4x4,"CNG, Octane",3500,148000,1295000
Toyota Cami Limited Edition 2001,Toyota,Cami,2001,Automatic,SUV / 4x4,"CNG, Octane",1300,70000,590000
Nissan Carryboy Double Cabin Pickup 2004,Nissan,Carryboy,2004,Manual,SUV / 4x4,"CNG, Octane",2400,150000,850000
Toyota Kluger Hardtop power seat 2004,Toyota,Kluger,2004,Automatic,SUV / 4x4,"CNG, Octane",2400,88000,1625000
Toyota Kluger L( Sunroof) 2004,Toyota,Kluger,2004,Automatic,SUV / 4x4,"CNG, Octane",2400,75000,1645000
Toyota RAV4 G Package 2005,Toyota,RAV4,2005,Automatic,SUV / 4x4,"CNG, Octane",2000,70000,1480000
Mazda CX-7 BLACK 2006,Mazda,CX-7,2006,Automatic,SUV / 4x4,"CNG, Octane",2260,75000,1695000
Toyota Noah KR42 2006,Toyota,Noah,2006,Automatic,SUV / 4x4,"CNG, Octane",1800,75000,1175000
Toyota Rush SUV push HID project 2008,Toyota,Rush,2008,Automatic,SUV / 4x4,"CNG, Octane",1500,65300,1045000
Toyota Avanza 2016,Toyota,Avanza,2017,Automatic,SUV / 4x4,"CNG, Octane",1500,13072,2390000
Toyota Hilux DOUBLE CABIN PICKUP 2006,Toyota,Hilux,2006,Manual,Convertible,Diesel,2500,81000,1699000
Toyota Estima Lucida 1995,Toyota,Estima,1995,Automatic,Estate,Diesel,2000,100000,370000
Mitsubishi Noah 1996,Mitsubishi,Other Model,1996,Manual,MPV,Diesel,2000,100000,200000
Mitsubishi l200 ডাবল কেবিন 1998,Mitsubishi,l200,1998,Manual,MPV,Diesel,2500,100000,580000
Toyota Hiace super fresh 2001,Toyota,Hiace,2001,Automatic,MPV,Diesel,2000,74452,795000
Toyota Hiace kds 2004,Toyota,Hiace,2004,Automatic,MPV,Diesel,2500,200000,1150000
Toyota Hiace Diesel 2005,Toyota,Hiace,2005,Manual,MPV,Diesel,2500,120000,1290000
Hyundai H1 . 2011,Hyundai,H1,2011,Automatic,MPV,Diesel,2400,55310,1750000
Hyundai H1 OriginalDiesel-Black 2012,Hyundai,H1,2012,Automatic,MPV,Diesel,2400,65432,1750000
Toyota Coaster 2013 Diesel 26 Seat,Toyota,Coaster,2013,Manual,MPV,Diesel,4200,52000,1750000
Tata Ambulance 2013,Tata,Other Model,2013,Manual,MPV,Diesel,2200,85000,370000
Toyota Hiace GL DIESEL AMBULANCE 2015,Toyota,Hiace,2015,Automatic,MPV,Diesel,3000,44000,1550000
Toyota Land Cruiser 1995,Toyota,Land Cruiser,1995,Automatic,null,Diesel,2400,77000,1200000
Toyota Land Cruiser 1993,Toyota,Land Cruiser,1993,Manual,null,Diesel,2400,71000,475000
Kia 1994,Kia,Other Model,1994,Manual,null,Diesel,2400,3085,125000
Mitsubishi Pajero 1991,Mitsubishi,Pajero,1991,Manual,null,Diesel,2500,92000,225000
Nissan Pathfinder 1993,Nissan,Pathfinder,1993,Manual,null,Diesel,2400,203162,380000
Daihatsu Rocky 1989,Daihatsu,Rocky,1989,Manual,null,Diesel,2600,61000,175000
Daihatsu Rocky 1992,Daihatsu,Rocky,1992,Manual,null,Diesel,2600,77000,235000
BMW 5 Series 520D 2009,BMW,5 Series,2009,Automatic,Saloon,Diesel,2000,38000,2750000
Tata Indigo Ecs লিঃ ২২ কিঃ রান করে 2013,Tata,Indigo Ecs,2013,Manual,Saloon,Diesel,1500,87521,450000
Tata Indigo Ecs famely use 2013,Tata,Indigo Ecs,2013,Manual,Saloon,Diesel,1500,79523,450000
Tata Indigo Ecs 1500 2013,Tata,Indigo Ecs,2013,Manual,Saloon,Diesel,1500,87523,450000
Kia  414 1987,Kia,Other Model,1987,Manual,SUV / 4x4,Diesel,2000,100000,360000
Mitsubishi Pajero 1992,Mitsubishi,Pajero,1993,Manual,SUV / 4x4,Diesel,2500,75000,555555
Toyota Hiace DESIL 3L 1999,Toyota,Hiace,1999,Manual,SUV / 4x4,Diesel,2700,8100,370000
Nissan Terrano 2001,Nissan,Terrano,2002,Manual,SUV / 4x4,Diesel,2700,81000,1190000
Mitsubishi Pajero Nativa Diesel S roof 2003,Mitsubishi,Pajero,2003,Automatic,SUV / 4x4,Diesel,2500,155000,1530000
Nissan Carryboy GREEN 2005,Nissan,Carryboy,2005,Automatic,SUV / 4x4,Diesel,2389,85000,895000
Toyota Hilux pickup 2005,Toyota,Hilux,2005,Manual,SUV / 4x4,Diesel,2779,85000,1390000
Tata 709 Turbo 2006,Tata,Other Model,2006,Manual,SUV / 4x4,Diesel,3700,64848,350000
Toyota Prado TX 2010,Toyota,Prado,2010,Automatic,SUV / 4x4,Diesel,3000,15010,7500000
Nissan X-Trail Diesel Driven 2011,Nissan,X-Trail,2011,Automatic,SUV / 4x4,Diesel,2000,194000,2125000
Toyota Land Cruiser V8 DIESEL RUNS 2014,Toyota,Land Cruiser,2014,Automatic,SUV / 4x4,Diesel,4500,37609,14900000
Ford Eco Sport মেনুয়াল গিয়ার 2015,Ford,Eco Sport,2015,Automatic,SUV / 4x4,Diesel,1500,77000,1810000
Toyota Land Cruiser V8 2015,Toyota,Land Cruiser,2015,Automatic,SUV / 4x4,Diesel,4500,36036,16000000
SsangYong Sunroof 2015,SsangYong,Other Model,2015,Automatic,SUV / 4x4,Diesel,2000,32122,3000000
SsangYong Kyron 2015,SsangYong,Kyron,2016,Automatic,SUV / 4x4,Diesel,2000,17252,2450000
Mahindra option auto 2017,Mahindra,Other Model,2017,Manual,SUV / 4x4,Diesel,1500,55000,1550000
Toyota Hiace GL 2016,Toyota,Hiace,2016,Automatic,MPV,"Diesel, Petrol",2000,43634,2300000
Toyota Axio X HYBRID SILVER 4 2015,Toyota,Axio,2015,Automatic,Estate,Hybrid,1500,65000,1590000
Toyota Fielder G Push Silver 3.5 2015,Toyota,Fielder,2015,Automatic,Estate,Hybrid,1500,86000,1730000
Toyota Fielder X Hybrid Black NS 4 2015,Toyota,Fielder,2015,Automatic,Estate,Hybrid,1500,85000,1680000
Toyota Fielder G PUSH LED BLACK 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,58000,2180000
Toyota Fielder WXB 4.5 POINT 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,77000,2180000
Toyota Fielder WXB Hybrid 4.5 Point 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,35000,2170000
Toyota Fielder WXB HYBRID PEARL 4.5 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,49000,2160000
Toyota Fielder WXB HYBRID WINE 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,75000,2190000
Toyota Fielder x Hid 4 point 2016,Toyota,Fielder,2016,Automatic,Estate,Hybrid,1500,94000,1800000
Toyota Harrier premium. package 2016,Toyota,Harrier,2016,Automatic,Estate,Hybrid,2500,80000,6100000
Toyota Prius ALPHA G TURING 2016,Toyota,Prius,2016,Automatic,Estate,Hybrid,1800,39000,3100000
Toyota Aqua hybrid 2010,Toyota,Aqua,2010,Automatic,Hatchback,Hybrid,1500,48650,1150000
Toyota Fielder G Aero Tourer Hybrid 2013,Toyota,Fielder,2013,Automatic,Hatchback,Hybrid,1500,35000,2050000
Toyota Aqua hybrid 2014,Toyota,Aqua,2014,Automatic,Hatchback,Hybrid,1500,74521,1350000
Toyota Fielder G hybrid/push start 2014,Toyota,Fielder,2014,Automatic,Hatchback,Hybrid,1500,50000,1620000
Toyota Aqua Hybrid S PUSH START 2015,Toyota,Aqua,2015,Automatic,Hatchback,Hybrid,1500,50200,1480000
Toyota Aqua Hybrid S SMART ENTRY 2015,Toyota,Aqua,2015,Automatic,Hatchback,Hybrid,1500,54000,1430000
Toyota Aqua Hybrid GG'S 2016,Toyota,Aqua,2016,Automatic,Hatchback,Hybrid,1500,50500,1750000
Toyota Aqua Gs 2016,Toyota,Aqua,2016,Automatic,Hatchback,Hybrid,1500,40000,1920000
Toyota Fielder G Hybrid 2016,Toyota,Fielder,2016,Automatic,Hatchback,Hybrid,1500,35000,1950000
Toyota Prius PREMIUM TOURING 2016,Toyota,Prius,2016,Automatic,Hatchback,Hybrid,1800,37000,2750000
"Toyota Esquire GI, HYBRID 2016",Toyota,Esquire,2016,Automatic,MPV,Hybrid,1800,34300,3175000
"Toyota Esquire GI, HYBRID 2016",Toyota,Esquire,2016,Automatic,MPV,Hybrid,1800,35000,3140000
Toyota Noah ESQUIRE GI BLACK 2016,Toyota,Noah,2016,Automatic,MPV,Hybrid,1800,77000,3250000
Toyota Esquire HYBRID GI PREMIUM 2017,Toyota,Esquire,2017,Automatic,MPV,Hybrid,1800,81000,3970000
Toyota Noah Esquire Black GI 2017,Toyota,Noah,2017,Automatic,MPV,Hybrid,1800,43000,4120000
Toyota Axio hybrid 2014,Toyota,Axio,2014,Automatic,Saloon,Hybrid,1500,60000,1450000
Honda Grace EX 2014,Honda,Grace,2014,Automatic,Saloon,Hybrid,1500,35000,1999999
Toyota Axio X GRADE HYBRID KEY 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,99000,1800000
Toyota Axio Hybrid 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,51000,1650000
Toyota Axio Hybrid New Shape 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,50000,1650000
Toyota Axio X Hybrid new 2015,Toyota,Axio,2015,Automatic,Saloon,Hybrid,1500,39089,1510000
Toyota Allion MICA BLUE G LED 2016,Toyota,Allion,2016,Automatic,Saloon,Hybrid,1500,28000,3150000
Mazda Axela S hybrid 2016,Mazda,Axela,2016,Automatic,Saloon,Hybrid,1500,68000,2250000
Toyota Axio Hybrid 2016,Toyota,Axio,2016,Automatic,Saloon,Hybrid,1500,71000,1850000
"Toyota Axio G PEARL, HYBRID 2016",Toyota,Axio,2016,Automatic,Saloon,Hybrid,1500,36800,1975000
Honda Grace EX 4.5 POINT 2016,Honda,Grace,2016,Automatic,Saloon,Hybrid,1500,52000,2450000
Honda Grace HYBRID LX 2016,Honda,Grace,2016,Automatic,Saloon,Hybrid,1500,34703,1950000
Toyota Prius S TOURING 2016,Toyota,Prius,2016,Automatic,Saloon,Hybrid,1800,900000,2660000
Toyota Prius HYB S Safety Sence 2016,Toyota,Prius,2016,Automatic,Saloon,Hybrid,1800,45000,2300000
